#{"t_start": 1709025750.377998, "env_id": "None"}
r,l,t
-324.746285,10,3.386042
-1175.088865,10,3.406041
-4254.253269,10,3.428041
-3131.159218,10,3.449041
-23223.9225,10,3.47104
-4941.811096,10,3.493041
-1319.118406,10,3.515041
-2390.539247,10,3.537041
-169.960858,10,3.559042
-90299.460349,10,3.581041
-4160.624001,10,3.599041
-1505.711619,10,3.613045
-748.78634,10,3.628042
-53425.368868,10,3.642035
-4169.859476,10,3.656033
-4374.489022,10,3.671041
-2440.554552,10,3.68504
-4718.296944,10,3.700045
-90505.709913,10,3.71304
-3410.897046,10,3.727041
-2346.889491,10,3.740043
-1723.226992,10,3.75404
-2075.392679,10,3.76704
-43805.449165,10,3.78104
-2680.031663,10,3.79504
-2859.012475,10,3.808043
-3390.00197,10,3.822044
-1869.253394,10,3.83604
-32576.850565,10,3.850045
-2434.795272,10,3.863042
-13633.891206,10,3.87704
-3695.380145,10,3.890041
-2194.262735,10,3.90404
-789.527133,10,3.91704
-1647.573063,10,3.93104
-2418.006111,10,3.94404
-13537.504202,10,3.95804
-61985.409763,10,3.97104
-1715.956796,10,3.985039
-100000.0,10,3.998039
-100000.0,10,4.01104
-81083.952755,10,4.025036
-2832.873433,10,4.039039
-33946.19699,10,4.052041
-33818.635207,10,4.066039
-390.543695,10,4.079039
-33103.600297,10,4.093041
-3758.923042,10,4.106039
-2442.862289,10,4.119039
-6260.469602,10,4.133039
-5735.333164,10,4.147039
-3494.179898,10,4.176039
-13094.426454,10,4.19304
-2123.419224,10,4.209033
-3227.356246,10,4.226032
-22365.820421,10,4.243041
-3530.731762,10,4.260041
-1385.15788,10,4.276032
-2092.38881,10,4.293039
-100000.0,10,4.309031
-2820.413868,10,4.325041
-2591.148836,10,4.342041
-3942.258911,10,4.358041
-3051.01596,10,4.374039
-4395.888005,10,4.389039
-2344.014674,10,4.404039
-4552.912546,10,4.418039
-1145.6272,10,4.432041
-80375.219903,10,4.446041
-90241.846107,10,4.459039
-165.22345,10,4.473038
-550.07012,10,4.487038
-6311.559698,10,4.501038
-3395.919629,10,4.515038
-1942.226455,10,4.528039
-4141.493438,10,4.542042
-4629.348508,10,4.556038
-7086.31098,10,4.570042
-3356.84971,10,4.584038
-34492.876848,10,4.598041
-24392.258841,10,4.612039
-1475.650385,10,4.626031
-90379.065826,10,4.639038
-2559.620676,10,4.653038
-1985.025212,10,4.667038
-71508.083375,10,4.681038
-580.458465,10,4.695031
-3811.172436,10,4.708038
-1493.647257,10,4.72203
-52491.759268,10,4.736038
-3064.829283,10,4.750041
-886.31085,10,4.764039
-70649.358045,10,4.778035
-3422.11668,10,4.79204
-3524.170305,10,4.806037
-1513.003558,10,4.819038
-3213.054236,10,4.834038
-2379.771634,10,4.849038
-4928.058912,10,4.86303
-3877.919347,10,4.878035
-4208.020407,10,4.892051
-1667.766482,10,4.906033
-654.321969,10,4.933089
-3316.213994,10,4.947038
-4019.422295,10,4.961038
-1450.107802,10,4.974037
-3684.925208,10,4.988037
-3025.580468,10,5.002037
-5994.176098,10,5.016037
-71590.263983,10,5.029037
-4213.154151,10,5.043038
-2985.236071,10,5.057037
-4714.811271,10,5.071037
-1637.363832,10,5.085037
-42809.473792,10,5.098037
-12808.200964,10,5.112038
-72390.570975,10,5.12503
-3269.0894,10,5.139037
-1498.807341,10,5.153037
-4744.91991,10,5.168037
-4758.500125,10,5.181037
-4138.53085,10,5.195034
-2496.078681,10,5.209038
-4093.907924,10,5.223036
-1697.005094,10,5.240038
-1660.127868,10,5.258037
-100000.0,10,5.274037
-80939.762806,10,5.291038
-90498.85406,10,5.307039
-3736.830575,10,5.324039
-1859.248313,10,5.340039
-81187.822921,10,5.356038
-4184.363292,10,5.373036
-1388.315312,10,5.389036
-3992.631297,10,5.406036
-2834.116838,10,5.422037
-80838.809485,10,5.439036
-4055.815242,10,5.455036
-4169.996775,10,5.472037
-4398.08682,10,5.488036
-100000.0,10,5.505036
-3051.25217,10,5.522038
-1321.718845,10,5.538036
-2676.371953,10,5.555036
-15098.254541,10,5.57203
-61461.035702,10,5.589028
-2885.920027,10,5.607039
-2101.62311,10,5.624036
-1492.660291,10,5.640039
-4669.8713,10,5.657036
-33508.669577,10,5.674035
-209.279566,10,5.690039
-3312.892538,10,5.707035
-4322.873864,10,5.732036
-41751.295144,10,5.746036
-34215.912328,10,5.760036
-3619.198474,10,5.774035
-6080.780978,10,5.789036
-4340.860499,10,5.804028
-902.161319,10,5.818035
-3262.797942,10,5.833035
-4004.951236,10,5.847035
-5714.112561,10,5.862042
-2163.885905,10,5.877036
-3427.036629,10,5.891038
-4503.891722,10,5.906035
-2838.183174,10,5.921035
-5081.973081,10,5.935035
-1072.981447,10,5.950038
-2393.543421,10,5.966035
-2345.534807,10,5.980038
-1918.99168,10,5.995035
-12586.649504,10,6.009038
-32539.687921,10,6.023035
-966.40737,10,6.038035
-1141.424627,10,6.052036
-2317.71037,10,6.067034
-40514.066314,10,6.081035
-100000.0,10,6.095035
-6280.324746,10,6.110037
-22356.48123,10,6.124034
-834.718454,10,6.139034
-5671.667335,10,6.153034
-4015.102138,10,6.167034
-859.22376,10,6.182036
-2012.141896,10,6.196034
-2228.521823,10,6.210038
-32727.068331,10,6.225031
-1186.053479,10,6.239036
-13106.625622,10,6.253034
-81078.036101,10,6.268034
-5080.506019,10,6.283034
-6116.871306,10,6.298034
-61370.031533,10,6.312036
-2761.472318,10,6.326038
-6410.594886,10,6.340037
-5626.499775,10,6.355034
-4189.546407,10,6.369034
-15458.030245,10,6.384036
-1786.623737,10,6.398034
-90370.477013,10,6.412035
-33046.156963,10,6.426034
-52531.563412,10,6.440036
-618.839091,10,6.455034
-3845.679529,10,7.737031
-2446.000407,10,7.750031
-2501.610408,10,7.762032
-4677.144731,10,7.775025
-950.328316,10,7.78703
-3399.625066,10,7.80003
-2045.408127,10,7.812031
-3367.488833,10,7.826032
-2734.536735,10,7.83803
-1876.004062,10,7.851031
-4320.358217,10,7.864031
-61698.682935,10,7.876031
-52002.503266,10,7.888031
-2833.777502,10,7.90103
-2266.65672,10,7.91303
-61013.322902,10,7.926031
-3737.910517,10,7.93803
-2248.017946,10,7.95103
-2190.111621,10,7.96303
-3040.886607,10,7.975023
-2599.726121,10,7.98803
-2997.542377,10,8.000033
-3524.221967,10,8.01303
-3046.205998,10,8.025023
-654.529651,10,8.03703
-1730.240007,10,8.050034
-2612.726406,10,8.062034
-4537.896138,10,8.075023
-2471.560446,10,8.08703
-3258.908631,10,8.100034
-41755.813538,10,8.112031
-672.337198,10,8.12403
-3226.824789,10,8.13703
-1519.47476,10,8.149029
-5219.363909,10,8.162031
-3353.136074,10,8.17403
-4688.900604,10,8.186029
-53422.213551,10,8.199029
-940.571842,10,8.21103
-189.351146,10,8.223029
-3353.696895,10,8.236029
-81058.815498,10,8.248029
-1474.950706,10,8.261029
-3174.283793,10,8.273029
-52047.43491,10,8.285029
-61254.821399,10,8.298032
-3256.667998,10,8.310031
-52825.318164,10,8.323029
-41148.967884,10,8.336029
-6526.473594,10,8.349029
-31935.945223,10,8.36103
-2325.046556,10,8.373029
-3030.48233,10,8.401029
-3779.383267,10,8.414029
-3049.143437,10,8.42603
-3754.761718,10,8.439029
-1533.35915,10,8.451029
-1019.447111,10,8.464029
-4625.058727,10,8.477029
-4339.643057,10,8.490032
-5077.209976,10,8.50203
-5935.614124,10,8.515029
-3534.138212,10,8.52803
-13687.223832,10,8.542022
-4762.241949,10,8.555029
-71045.59443,10,8.568029
-2188.309156,10,8.581028
-6355.83733,10,8.595029
-3453.059084,10,8.608021
-3400.305657,10,8.629032
-972.028294,10,8.64404
-3754.875213,10,8.657028
-5577.218574,10,8.670029
-43137.051282,10,8.684028
-1649.654524,10,8.697028
-548.292576,10,8.710035
-7637.063424,10,8.723028
-13023.984377,10,8.73603
-5569.48625,10,8.749028
-2393.559261,10,8.761028
-2127.500874,10,8.77403
-2111.005501,10,8.788021
-546.76276,10,8.801028
-71102.4973,10,8.816021
-2609.278745,10,8.83203
-377.87351,10,8.846029
-1607.840843,10,8.861028
-1722.976603,10,8.876021
-2124.078269,10,8.890041
-71243.309447,10,8.905028
-227.461852,10,8.919028
-1560.478792,10,8.933028
-2704.760433,10,8.947028
-2499.942273,10,8.961028
-3757.126301,10,8.976021
-4065.932314,10,8.990032
-1624.113117,10,9.004032
-808.429332,10,9.019028
-1683.428053,10,9.033027
-2632.170079,10,9.048027
-90455.888174,10,9.062029
-1400.401635,10,9.076021
-5477.906256,10,9.090029
-1454.039028,10,9.121032
-100000.0,10,9.134027
-62758.447227,10,9.147027
-6704.214726,10,9.160034
-3217.232213,10,9.173027
-2805.774575,10,9.187027
-1681.964831,10,9.199027
-2072.686244,10,9.212028
-4290.361694,10,9.226027
-3466.613144,10,9.238033
-2879.126535,10,9.251027
-4519.328685,10,9.264027
-581.665399,10,9.277027
-90398.843597,10,9.290032
-2213.474102,10,9.304027
-25415.682502,10,9.318027
-5741.312582,10,9.331028
-2418.085812,10,9.344021
-71614.74378,10,9.357021
-3048.630408,10,9.370043
-5109.800284,10,9.383022
-2934.343373,10,9.396027
-1876.168646,10,9.40902
-1707.171352,10,9.422032
-3187.551255,10,9.436027
-70257.191755,10,9.449026
-505.36179,10,9.462028
-4017.848147,10,9.476029
-3387.643967,10,9.489026
-90640.846257,10,9.502028
-3314.012066,10,9.515026
-1875.429458,10,9.528026
-3579.620785,10,9.542021
-1162.641534,10,9.558024
-23560.949007,10,9.57402
-61023.289354,10,9.58902
-3189.748338,10,9.603026
-23990.14383,10,9.616026
-2354.789192,10,9.629029
-6195.945177,10,9.64303
-2873.111379,10,9.656026
-3406.683778,10,9.67502
-80814.835362,10,9.691026
-70500.24271,10,9.706027
-4142.985936,10,9.721026
-100000.0,10,9.734027
-2022.699022,10,9.748026
-6834.132126,10,9.76102
-4785.503893,10,9.775018
-100000.0,10,9.788019
-2271.691658,10,9.80202
-1706.615397,10,9.824027
-22928.726372,10,9.839026
-2947.055414,10,9.853025
-3730.233813,10,9.866018
-1766.083858,10,9.879026
-602.375212,10,9.892027
-3256.542629,10,9.905025
-619.619404,10,9.918025
-2434.442898,10,9.931025
-53681.436453,10,9.945025
-10742.433025,10,9.957025
-90259.723858,10,9.971025
-3428.138412,10,9.985025
-765.872098,10,9.998025
-1382.07532,10,10.011025
-3423.700011,10,10.024026
-71280.691902,10,10.037025
-6210.681429,10,10.054026
-4134.238802,10,10.07003
-666.135023,10,10.086028
-3221.108563,10,10.101025
-1896.179814,10,10.117025
-61022.222124,10,10.132026
-2982.605488,10,10.148025
-3686.569628,10,10.163025
-81299.649292,10,10.179027
-2029.479349,10,10.195025
-53094.227223,10,10.210027
-32815.54312,10,10.227025
-4901.892212,10,10.243024
-3668.565028,10,10.259018
-1770.528592,10,10.275019
-51797.571863,10,10.290026
-81155.765198,10,10.306024
-4898.901315,10,10.322026
-3591.338989,10,10.337024
-3905.967514,10,10.353024
-1803.17127,10,10.369024
-12421.704599,10,10.385025
-1754.039914,10,10.401024
-3048.763455,10,10.417024
-70476.556493,10,10.432026
-5537.692663,10,10.448024
-1596.962173,10,10.464024
-971.82516,10,10.479024
-3878.654199,10,10.495024
-452.957385,10,10.511025
-1680.271056,10,10.527024
-90509.709206,10,10.542017
-2786.620131,10,10.558026
-3665.622472,10,10.574024
-100000.0,10,11.817021
-61640.603427,10,11.831022
-3380.397249,10,11.844023
-3010.091799,10,11.857021
-14177.797401,10,11.869021
-2289.21398,10,11.88202
-16237.094217,10,11.894021
-1480.310304,10,11.907021
-43358.933606,10,11.91902
-1239.953516,10,11.93102
-1723.597219,10,11.944021
-53228.529902,10,11.95602
-5239.764597,10,11.96802
-1224.501824,10,11.981021
-1568.428175,10,11.993021
-1944.077171,10,12.006021
-5246.742368,10,12.01802
-32697.363596,10,12.030023
-34322.17533,10,12.04302
-51169.193427,10,12.05502
-4626.321743,10,12.068021
-1531.283549,10,12.080024
-3967.907208,10,12.092021
-2937.79735,10,12.10502
-4758.290128,10,12.11702
-16960.914732,10,12.12902
-4297.771058,10,12.14202
-482.821281,10,12.15402
-2629.729315,10,12.16702
-4835.846754,10,12.179022
-526.109978,10,12.19102
-4569.710043,10,12.20402
-1777.84683,10,12.21602
-14985.465541,10,12.22902
-51966.691245,10,12.24102
-4045.833531,10,12.25302
-1161.030463,10,12.26502
-100000.0,10,12.27802
-2428.293542,10,12.290022
-11054.891735,10,12.302021
-71931.579514,10,12.31502
-3377.051652,10,12.327019
-1029.717378,10,12.33902
-2762.759658,10,12.352021
-52407.308227,10,12.36402
-61388.598562,10,12.37602
-1938.018062,10,12.388019
-71453.75152,10,12.40102
-61261.907921,10,12.41302
-3163.885155,10,12.42602
-43688.986917,10,12.440021
-3967.446762,10,12.464019
-52488.63919,10,12.47602
-959.928978,10,12.488019
-3332.019272,10,12.501019
-22492.607219,10,12.513022
-5224.780359,10,12.52602
-5495.370892,10,12.538019
-14022.298537,10,12.550019
-100000.0,10,12.563019
-42692.053299,10,12.575011
-1072.502641,10,12.587019
-4249.121327,10,12.599019
-4930.054875,10,12.612022
-3508.619743,10,12.624019
-6009.676539,10,12.637019
-62452.480321,10,12.649019
-4215.515673,10,12.661019
-4511.395951,10,12.674019
-3425.945641,10,12.686018
-1208.985461,10,12.699018
-80953.047655,10,12.713019
-4644.892878,10,12.725012
-1959.810721,10,12.737019
-2073.234746,10,12.750022
-1625.260511,10,12.76202
-3004.746829,10,12.77501
-2674.511298,10,12.787019
-4004.439851,10,12.800023
-2603.349257,10,12.81202
-5989.147767,10,12.825013
-1059.258284,10,12.837018
-2709.304133,10,12.850022
-1332.897135,10,12.862024
-2648.359046,10,12.874018
-3104.993287,10,12.887018
-42208.71838,10,12.899018
-2994.677854,10,12.912019
-43202.046074,10,12.924018
-33422.679683,10,12.936018
-3786.156112,10,12.949018
-2844.928251,10,12.962019
-4623.44843,10,12.974018
-16686.279144,10,12.987018
-2143.067613,10,12.999018
-1524.729808,10,13.011018
-5817.255265,10,13.024018
-283.251792,10,13.036018
-3242.724678,10,13.048018
-3928.321428,10,13.061018
-1940.606401,10,13.073018
-1325.316534,10,13.086018
-1595.893994,10,13.098018
-1512.395684,10,13.119018
-4521.80319,10,13.132019
-2292.648314,10,13.144018
-24350.111725,10,13.157017
-1104.947148,10,13.169018
-4480.05719,10,13.182019
-1363.615775,10,13.194018
-1760.383976,10,13.207017
-687.088077,10,13.219018
-100000.0,10,13.233017
-4038.155481,10,13.245017
-4998.06082,10,13.258018
-409.535359,10,13.270019
-389.383453,10,13.283017
-3323.889067,10,13.295017
-3485.031388,10,13.307017
-2340.549981,10,13.320021
-42508.423364,10,13.332019
-1970.127945,10,13.346017
-41564.861188,10,13.358015
-4064.076982,10,13.371017
-3639.90855,10,13.383017
-831.405776,10,13.396017
-3838.786124,10,13.408017
-6180.585861,10,13.421017
-2788.833529,10,13.433017
-32478.985327,10,13.445018
-3207.992823,10,13.458017
-690.026385,10,13.473017
-81002.062213,10,13.489017
-21866.309255,10,13.504017
-22575.275146,10,13.519017
-2603.196916,10,13.534016
-3481.832165,10,13.548009
-2707.59392,10,13.560009
-3321.01782,10,13.573009
-3483.439952,10,13.58501
-3859.514871,10,13.598009
-13815.866941,10,13.611009
-1013.987611,10,13.624009
-777.792352,10,13.637009
-100000.0,10,13.650009
-3299.998109,10,13.663008
-2280.008765,10,13.676009
-1477.363381,10,13.688009
-23485.612196,10,13.701009
-1018.829752,10,13.714009
-1001.933351,10,13.727009
-1021.20287,10,13.740009
-90171.806762,10,13.753009
-2721.450213,10,13.766009
-1495.880037,10,13.789076
-2626.911164,10,13.802015
-1348.673291,10,13.815015
-2122.356599,10,13.828009
-3688.336484,10,13.842012
-71443.223018,10,13.855045
-4636.429492,10,13.868016
-21049.797081,10,13.881016
-3460.86749,10,13.894008
-3813.531023,10,13.907016
-3293.190593,10,13.920019
-80300.506852,10,13.933016
-3645.524265,10,13.945016
-11713.232415,10,13.958008
-3373.771672,10,13.971015
-2990.703413,10,13.985016
-1283.732532,10,13.998016
-2157.710048,10,14.012018
-3099.14504,10,14.025008
-1795.820025,10,14.038015
-4344.008477,10,14.052017
-5310.311459,10,14.065015
-2068.501056,10,14.077017
-3925.834393,10,14.090017
-4193.098257,10,14.103015
-35121.111414,10,14.116015
-4034.622391,10,14.13002
-3494.870001,10,14.143015
-2909.129908,10,14.155018
-100000.0,10,14.168015
-4273.260443,10,14.181015
-33380.055693,10,14.194015
-2021.218987,10,14.207015
-1725.420989,10,14.220017
-1710.288137,10,14.233015
-3872.912383,10,14.246015
-51248.67836,10,14.259016
-5179.326543,10,14.27202
-3382.59813,10,14.285015
-3016.629161,10,14.298016
-51879.254059,10,14.311015
-2186.241964,10,14.324015
-576.804518,10,14.337014
-51371.068708,10,14.350016
-1073.386858,10,14.363015
-3110.563432,10,14.376023
-81108.225456,10,14.389014
-2181.885528,10,14.402016
-90537.86586,10,14.414014
-5072.536799,10,14.428011
-5254.307097,10,14.441015
-3294.510531,10,15.701004
-34584.556843,10,15.714014
-100000.0,10,15.727004
-4276.475983,10,15.739012
-4351.888928,10,15.752011
-4405.626382,10,15.764011
-5828.216482,10,15.777019
-60293.126151,10,15.789011
-5133.47571,10,15.802011
-1798.077959,10,15.815011
-3979.880428,10,15.828018
-2333.526139,10,15.841012
-5516.88469,10,15.853011
-2174.189082,10,15.866011
-2985.561614,10,15.879011
-1521.407989,10,15.892004
-2131.380869,10,15.905004
-3218.03288,10,15.917011
-13987.560804,10,15.931007
-685.902239,10,15.943007
-2319.290972,10,15.956007
-2002.18552,10,15.969007
-2656.63862,10,15.981006
-3294.771485,10,15.994007
-4698.926757,10,16.007007
-2256.298218,10,16.019006
-4183.31627,10,16.032007
-3202.943781,10,16.045006
-16646.033661,10,16.057006
-71589.86015,10,16.070008
-1944.951626,10,16.082007
-52689.62422,10,16.095006
-3363.656466,10,16.107006
-21710.116642,10,16.120007
-2224.91439,10,16.133006
-100000.0,10,16.145006
-3082.202374,10,16.158006
-100000.0,10,16.170007
-3655.181637,10,16.183007
-1146.880872,10,16.196006
-2994.979966,10,16.208006
-23959.648842,10,16.221006
-62307.82199,10,16.234006
-822.639646,10,16.247005
-3175.509804,10,16.260006
-6712.641978,10,16.273005
-2340.693716,10,16.285006
-3254.083521,10,16.298006
-1933.139064,10,16.311006
-1881.699875,10,16.323005
-61643.02987,10,16.336005
-2967.528766,10,16.357068
-100000.0,10,16.37001
-719.270422,10,16.38201
-4211.48458,10,16.39501
-24324.375338,10,16.40701
-3577.633438,10,16.42001
-90211.268716,10,16.43201
-80892.64322,10,16.44401
-15166.587243,10,16.457009
-33634.718569,10,16.469009
-2890.323165,10,16.48201
-100000.0,10,16.49401
-51475.58339,10,16.506012
-2744.766057,10,16.520014
-51850.801146,10,16.532011
-5285.032201,10,16.546011
-5392.873313,10,16.560014
-100000.0,10,16.573011
-1698.958364,10,16.586009
-2921.187065,10,16.59901
-3973.104475,10,16.611002
-1545.48964,10,16.624009
-2321.479336,10,16.63701
-2687.555137,10,16.649009
-61301.823524,10,16.662011
-384.011104,10,16.674009
-90476.592696,10,16.686009
-1003.815103,10,16.699009
-1302.467689,10,16.711011
